item,suite,condition,sentence,targets,competitors,l_maze,critical_region,region_number,freqlog10,len
13,SVNA-pp,mismatch_sing,The architect next to the pilots are good,The|architect|next|to|the|pilots|are|good,x-x-x|arquitorm|wild|jo|whe|pirats|ams|hate,FALSE|TRUE|FALSE|TRUE|TRUE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|3|4|5|6|7,5.11650480266873|1.64345267648619|2.79098847508882|4.59683891382516|5.11650480266873|1.66275783168157|3.67348169707335|2.65224634100332,3|9|4|2|3|6|3|4
14,SVNA-pp,match_plural,The athletes behind the doctor bring good feelings,The|athletes|behind|the|doctor|bring|good|feelings,x-x-x|arelerds|behere|tha|pictor|brint|hell|currency,FALSE|TRUE|TRUE|TRUE|TRUE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|7,5.11650480266873|2.02118929906994|2.54530711646582|5.11650480266873|1.68124123737559|2.04532297878666|2.65224634100332|1.92427928606188,3|8|6|3|6|5|4|8
14,SVNA-pp,match_sing,The athlete behind the doctors brings good feelings,The|athlete|behind|the|doctors|brings|good|feelings,x-x-x|arelene|behere|tha|puctors|grings|hell|currency,FALSE|TRUE|TRUE|TRUE|TRUE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|7,5.11650480266873|1.54406804435028|2.54530711646582|5.11650480266873|1.38021124171161|1.50514997831991|2.65224634100332|1.92427928606188,3|7|6|3|7|6|4|8
14,SVNA-pp,mismatch_plural,The athletes behind the doctor brings good feelings,The|athletes|behind|the|doctor|brings|good|feelings,x-x-x|arelerds|behere|tha|pictor|grings|hell|currency,FALSE|TRUE|TRUE|TRUE|TRUE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|7,5.11650480266873|2.02118929906994|2.54530711646582|5.11650480266873|1.68124123737559|1.50514997831991|2.65224634100332|1.92427928606188,3|8|6|3|6|6|4|8
14,SVNA-pp,mismatch_sing,The athlete behind the doctors bring good feelings,The|athlete|behind|the|doctors|bring|good|feelings,x-x-x|arelene|behere|tha|puctors|brint|hell|currency,FALSE|TRUE|TRUE|TRUE|TRUE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|7,5.11650480266873|1.54406804435028|2.54530711646582|5.11650480266873|1.38021124171161|2.04532297878666|2.65224634100332|1.92427928606188,3|7|6|3|7|5|4|8
15,SVNA-pp,match_plural,The actors in front of the farmer interest people,The|actors|in|front|of|the|farmer|interest|people,x-x-x|awbors|cent|worry|ago|else|fireer|uncerers|prince,FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|3|3|4|5|6|7,5.11650480266873|2.05307844348342|4.65304841597287|2.51587384371168|4.75611098671178|5.11650480266873|1.25527250510331|2.32014628611105|3.0068937079479,3|6|2|5|2|3|6|8|6
15,SVNA-pp,match_sing,The actor in front of the farmers interests people,The|actor|in|front|of|the|farmers|interests|people,x-x-x|abbor|cent|worry|ago|else|fireers|emcerests|prince,FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|3|3|4|5|6|7,5.11650480266873|2.24797326636181|4.65304841597287|2.51587384371168|4.75611098671178|5.11650480266873|1.64345267648619|1.78532983501077|3.0068937079479,3|5|2|5|2|3|7|9|6
15,SVNA-pp,mismatch_plural,The actors in front of the farmer interests people,The|actors|in|front|of|the|farmer|interests|people,x-x-x|awbors|cent|worry|ago|else|fireer|emcerests|prince,FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|3|3|4|5|6|7,5.11650480266873|2.05307844348342|4.65304841597287|2.51587384371168|4.75611098671178|5.11650480266873|1.25527250510331|1.78532983501077|3.0068937079479,3|6|2|5|2|3|6|9|6
15,SVNA-pp,mismatch_sing,The actor in front of the farmers interest people,The|actor|in|front|of|the|farmers|interest|people,x-x-x|abbor|cent|worry|ago|else|fireers|uncerers|prince,FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|3|3|4|5|6|7,5.11650480266873|2.24797326636181|4.65304841597287|2.51587384371168|4.75611098671178|5.11650480266873|1.64345267648619|2.32014628611105|3.0068937079479,3|5|2|5|2|3|7|8|6
16,SVNA-pp,match_plural,The ministers near the manager know tennis,The|ministers|near|the|manager|know|tennis,x-x-x|sinintess|guy|glad|sunayer|knol|freeze,FALSE|TRUE|FALSE|FALSE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7,5.11650480266873|1.57978359661681|2.82412583391655|5.11650480266873|2.47856649559384|2.29225607135648|1.60205999132796,3|9|4|3|7|4|6
16,SVNA-pp,match_sing,The minister near the managers knows many people,The|minister|near|the|managers|knows|many|people,x-x-x|sininder|guy|glad|sunakers|knone|cent|window,FALSE|TRUE|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|7,5.11650480266873|2.25767857486918|2.82412583391655|5.11650480266873|1.30102999566398|1.51851393987789|3.16076856186113|3.0068937079479,3|8|4|3|8|5|4|6
16,SVNA-pp,mismatch_plural,The ministers near the manager knows tennis,The|ministers|near|the|manager|knows|tennis,x-x-x|sinintess|guy|glad|sunayer|knone|freeze,FALSE|TRUE|FALSE|FALSE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7,5.11650480266873|1.57978359661681|2.82412583391655|5.11650480266873|2.47856649559384|1.51851393987789|1.60205999132796,3|9|4|3|7|5|6
16,SVNA-pp,mismatch_sing,The minister near the managers know many people,The|minister|near|the|managers|know|many|people,x-x-x|sininder|guy|glad|sunakers|knol|cent|window,FALSE|TRUE|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|7,5.11650480266873|2.25767857486918|2.82412583391655|5.11650480266873|1.30102999566398|2.29225607135648|3.16076856186113|3.0068937079479,3|8|4|3|8|4|4|6
17,SVNA-pp,match_plural,The taxi drivers to the side of the customer like tennis,The|taxi|drivers|to|the|side|of|the|customer|like|tennis,x-x-x|foxi|chapter|cent|else|sile|oc|nor|cettower|lide|kidney,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|2|3|3|3|3|4|5|6|7,5.11650480266873|1.39794000867204|1.66275783168157|4.59683891382516|5.11650480266873|2.75511226639507|4.75611098671178|5.11650480266873|1.25527250510331|3.03181227133037|1.60205999132796,3|4|7|2|3|4|2|3|8|4|6
17,SVNA-pp,match_sing,The taxi driver to the side of the customers likes to gamble,The|taxi|driver|to|the|side|of|the|customers|likes|to|gamble,x-x-x|foxi|empire|cent|else|sile|oc|nor|cettowers|lokes|anti|cortex,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE|TRUE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|2|3|3|3|3|4|5|6|7|7,5.11650480266873|1.39794000867204|1.78532983501077|4.59683891382516|5.11650480266873|2.75511226639507|4.75611098671178|5.11650480266873|1.30102999566398|1.27875360095283|4.59683891382516|0.698970004336019,3|4|6|2|3|4|2|3|9|5|2|6
17,SVNA-pp,mismatch_plural,The taxi drivers to the side of the customer likes tennis,The|taxi|drivers|to|the|side|of|the|customer|likes|tennis,x-x-x|foxi|chapter|cent|else|sile|oc|nor|cettower|lokes|kidney,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|2|3|3|3|3|4|5|6|7,5.11650480266873|1.39794000867204|1.66275783168157|4.59683891382516|5.11650480266873|2.75511226639507|4.75611098671178|5.11650480266873|1.25527250510331|1.27875360095283|1.60205999132796,3|4|7|2|3|4|2|3|8|5|6
17,SVNA-pp,mismatch_sing,The taxi driver to the side of the customers like to gamble,The|taxi|driver|to|the|side|of|the|customers|like|to|gamble,x-x-x|foxi|empire|cent|else|sile|oc|nor|cettowers|lide|anti|cortex,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE|TRUE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|2|3|3|3|3|4|5|6|7|7,5.11650480266873|1.39794000867204|1.78532983501077|4.59683891382516|5.11650480266873|2.75511226639507|4.75611098671178|5.11650480266873|1.30102999566398|3.03181227133037|4.59683891382516|0.698970004336019,3|4|6|2|3|4|2|3|9|4|2|6
18,SVNA-pp,match_plural,The secretaries across from the officer enjoy tennis,The|secretaries|across|from|the|officer|enjoy|tennis,x-x-x|polmetaries|athiss|blom|yeah|uscicer|enyom|bubble,FALSE|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|3|4|5|6|7,5.11650480266873|0|2.64738297011462|3.96520170102591|5.11650480266873|2.22530928172586|1.53147891704226|1.60205999132796,3|11|6|4|3|7|5|6
18,SVNA-pp,match_sing,The secretary across from the officers enjoys playing tennis,The|secretary|across|from|the|officers|enjoys|playing|tennis,x-x-x|polmetary|athiss|blom|yeah|uscicers|enjads|explain|bubble,FALSE|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|3|4|5|6|7|7,5.11650480266873|2.10037054511756|2.64738297011462|3.96520170102591|5.11650480266873|2.30102999566398|1.04139268515823|2.53529412004277|1.60205999132796,3|9|6|4|3|8|6|7|6
18,SVNA-pp,mismatch_plural,The secretaries across from the officer enjoys tennis,The|secretaries|across|from|the|officer|enjoys|tennis,x-x-x|polmetaries|athiss|blom|yeah|uscicer|enjads|bubble,FALSE|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|3|4|5|6|7,5.11650480266873|0|2.64738297011462|3.96520170102591|5.11650480266873|2.22530928172586|1.04139268515823|1.60205999132796,3|11|6|4|3|7|6|6
18,SVNA-pp,mismatch_sing,The secretary across from the officers enjoy playing tennis,The|secretary|across|from|the|officers|enjoy|playing|tennis,x-x-x|polmetary|athiss|blom|yeah|uscicers|enyom|explain|bubble,FALSE|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|3|4|5|6|7|7,5.11650480266873|2.10037054511756|2.64738297011462|3.96520170102591|5.11650480266873|2.30102999566398|1.53147891704226|2.53529412004277|1.60205999132796,3|9|6|4|3|8|5|7|6
19,SVNA-pp,match_plural,The executives next to the teacher are good,The|executives|next|to|the|teacher|are|good,x-x-x|emituticed|oh|ro|ble|foucher|ars|lose,FALSE|TRUE|FALSE|TRUE|TRUE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|3|4|5|6|7,5.11650480266873|1.23044892137827|2.79098847508882|4.59683891382516|5.11650480266873|1.88649072517248|3.67348169707335|2.65224634100332,3|10|4|2|3|7|3|4
19,SVNA-pp,match_sing,The executive next to the teachers is good,The|executive|next|to|the|teachers|is|good,x-x-x|ematutile|oh|ro|ble|fouchers|os|lose,FALSE|TRUE|FALSE|TRUE|TRUE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|3|4|5|6|7,5.11650480266873|2.13033376849501|2.79098847508882|4.59683891382516|5.11650480266873|1.65321251377534|4.0678888066854|2.65224634100332,3|9|4|2|3|8|2|4
19,SVNA-pp,mismatch_plural,The executives next to the teacher is good,The|executives|next|to|the|teacher|is|good,x-x-x|emituticed|oh|ro|ble|foucher|os|lose,FALSE|TRUE|FALSE|TRUE|TRUE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|3|4|5|6|7,5.11650480266873|1.23044892137827|2.79098847508882|4.59683891382516|5.11650480266873|1.88649072517248|4.0678888066854|2.65224634100332,3|10|4|2|3|7|2|4
19,SVNA-pp,mismatch_sing,The executive next to the teachers are good,The|executive|next|to|the|teachers|are|good,x-x-x|ematutile|oh|ro|ble|fouchers|ars|lose,FALSE|TRUE|FALSE|TRUE|TRUE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|3|4|5|6|7,5.11650480266873|2.13033376849501|2.79098847508882|4.59683891382516|5.11650480266873|1.65321251377534|3.67348169707335|2.65224634100332,3|9|4|2|3|8|3|4
1001,SVNA-orc,match_plural,The authors that the senator hurt are good,The|authors|that|the|senator|hurt|are|good,x-x-x|aublars|yeah|whe|ranatar|huys|ank|miss,FALSE|TRUE|FALSE|TRUE|TRUE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|1.99122607569249|4.15691242570002|5.11650480266873|1.65321251377534|1.49136169383427|3.67348169707335|2.65224634100332,3|7|4|3|7|4|3|4
1001,SVNA-orc,match_sing,The author that the senators hurt is good,The|author|that|the|senators|hurt|is|good,x-x-x|awbror|yeah|whe|senalist|huys|os|miss,FALSE|TRUE|FALSE|TRUE|TRUE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|2.23552844690755|4.15691242570002|5.11650480266873|1.34242268082221|1.49136169383427|4.0678888066854|2.65224634100332,3|6|4|3|8|4|2|4
1001,SVNA-orc,mismatch_plural,The authors that the senator hurt is good,The|authors|that|the|senator|hurt|is|good,x-x-x|aublars|yeah|whe|ranatar|huys|os|miss,FALSE|TRUE|FALSE|TRUE|TRUE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|1.99122607569249|4.15691242570002|5.11650480266873|1.65321251377534|1.49136169383427|4.0678888066854|2.65224634100332,3|7|4|3|7|4|2|4
1001,SVNA-orc,mismatch_sing,The author that the senators hurt are good,The|author|that|the|senators|hurt|are|good,x-x-x|awbror|yeah|whe|senalist|huys|ank|miss,FALSE|TRUE|FALSE|TRUE|TRUE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|2.23552844690755|4.15691242570002|5.11650480266873|1.34242268082221|1.49136169383427|3.67348169707335|2.65224634100332,3|6|4|3|8|4|3|4
1002,SVNA-orc,match_plural,The pilots that the teacher injured bring love to people,The|pilots|that|the|teacher|injured|bring|love|to|people,x-x-x|pirats|okay|her|foucher|suppose|brint|ha|co|pikple,FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE,1|2|3|4|5|6|7|8|8|8,5.11650480266873|1.66275783168157|4.15691242570002|5.11650480266873|1.88649072517248|1.73239375982297|2.04532297878666|2.76789761601809|4.59683891382516|3.0068937079479,3|6|4|3|7|7|5|4|2|6
1002,SVNA-orc,match_sing,The pilot that the teachers injured brings love to people,The|pilot|that|the|teachers|injured|brings|love|to|people,x-x-x|pirat|okay|her|learters|suppose|grings|ha|co|pikple,FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE,1|2|3|4|5|6|7|8|8|8,5.11650480266873|2.01703333929878|4.15691242570002|5.11650480266873|1.65321251377534|1.73239375982297|1.50514997831991|2.76789761601809|4.59683891382516|3.0068937079479,3|5|4|3|8|7|6|4|2|6
1002,SVNA-orc,mismatch_plural,The pilots that the teacher injured brings love to people,The|pilots|that|the|teacher|injured|brings|love|to|people,x-x-x|pirats|okay|her|foucher|suppose|grings|ha|co|pikple,FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE,1|2|3|4|5|6|7|8|8|8,5.11650480266873|1.66275783168157|4.15691242570002|5.11650480266873|1.88649072517248|1.73239375982297|1.50514997831991|2.76789761601809|4.59683891382516|3.0068937079479,3|6|4|3|7|7|6|4|2|6
1002,SVNA-orc,mismatch_sing,The pilot that the teachers injured bring love to people,The|pilot|that|the|teachers|injured|bring|love|to|people,x-x-x|pirat|okay|her|learters|suppose|brint|ha|co|pikple,FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE,1|2|3|4|5|6|7|8|8|8,5.11650480266873|2.01703333929878|4.15691242570002|5.11650480266873|1.65321251377534|1.73239375982297|2.04532297878666|2.76789761601809|4.59683891382516|3.0068937079479,3|5|4|3|8|7|5|4|2|6
1003,SVNA-orc,match_plural,The doctors that the guard doubted interest people,The|doctors|that|the|guard|doubted|interest|people,x-x-x|puctors|thot|tha|guoys|reprint|uncerers|recent,FALSE|TRUE|TRUE|TRUE|TRUE|FALSE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|1.38021124171161|4.15691242570002|5.11650480266873|2.02530586526477|0.954242509439325|2.32014628611105|3.0068937079479,3|7|4|3|5|7|8|6
1003,SVNA-orc,match_sing,The doctor that the guards doubted interests people,The|doctor|that|the|guards|doubted|interests|people,x-x-x|ructor|thot|tha|gulcts|reprint|emcerests|recent,FALSE|TRUE|TRUE|TRUE|TRUE|FALSE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|1.68124123737559|4.15691242570002|5.11650480266873|1.44715803134222|0.954242509439325|1.78532983501077|3.0068937079479,3|6|4|3|6|7|9|6
1003,SVNA-orc,mismatch_plural,The doctors that the guard doubted interests people,The|doctors|that|the|guard|doubted|interests|people,x-x-x|puctors|thot|tha|guoys|reprint|emcerests|recent,FALSE|TRUE|TRUE|TRUE|TRUE|FALSE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|1.38021124171161|4.15691242570002|5.11650480266873|2.02530586526477|0.954242509439325|1.78532983501077|3.0068937079479,3|7|4|3|5|7|9|6
1003,SVNA-orc,mismatch_sing,The doctor that the guards doubted interest people,The|doctor|that|the|guards|doubted|interest|people,x-x-x|ructor|thot|tha|gulcts|reprint|uncerers|recent,FALSE|TRUE|TRUE|TRUE|TRUE|FALSE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|1.68124123737559|4.15691242570002|5.11650480266873|1.44715803134222|0.954242509439325|2.32014628611105|3.0068937079479,3|6|4|3|6|7|8|6
1004,SVNA-orc,match_plural,The farmers that the clerk embarrassed know many people,The|farmers|that|the|clerk|embarrassed|know|many|people,x-x-x|fireers|sir|why|clewn|accessories|rhow|okay|pefste,FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|8,5.11650480266873|1.64345267648619|4.15691242570002|5.11650480266873|1.14612803567824|0.845098040014257|2.29225607135648|3.16076856186113|3.0068937079479,3|7|4|3|5|11|4|4|6
1004,SVNA-orc,match_sing,The farmer that the clerks embarrassed knows many people,The|farmer|that|the|clerks|embarrassed|knows|many|people,x-x-x|fireer|sir|why|clerns|accessories|knone|okay|pefste,FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|8,5.11650480266873|1.25527250510331|4.15691242570002|5.11650480266873|1|0.845098040014257|1.51851393987789|3.16076856186113|3.0068937079479,3|6|4|3|6|11|5|4|6
1004,SVNA-orc,mismatch_plural,The farmers that the clerk embarrassed knows many people,The|farmers|that|the|clerk|embarrassed|knows|many|people,x-x-x|fireers|sir|why|clewn|accessories|knone|okay|pefste,FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|8,5.11650480266873|1.64345267648619|4.15691242570002|5.11650480266873|1.14612803567824|0.845098040014257|1.51851393987789|3.16076856186113|3.0068937079479,3|7|4|3|5|11|5|4|6
1004,SVNA-orc,mismatch_sing,The farmer that the clerks embarrassed know many people,The|farmer|that|the|clerks|embarrassed|know|many|people,x-x-x|fireer|sir|why|clerns|accessories|rhow|okay|pefste,FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|8,5.11650480266873|1.25527250510331|4.15691242570002|5.11650480266873|1|0.845098040014257|2.29225607135648|3.16076856186113|3.0068937079479,3|6|4|3|6|11|4|4|6
1005,SVNA-orc,match_plural,The managers that the architect disguised like to gamble,The|managers|that|the|architect|disguised|like|to|gamble,x-x-x|sunagest|dear|wre|arquitods|dishoosed|lind|card|ordeal,FALSE|TRUE|FALSE|TRUE|TRUE|TRUE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|8,5.11650480266873|1.30102999566398|4.15691242570002|5.11650480266873|1.64345267648619|1.23044892137827|3.03181227133037|4.59683891382516|0.698970004336019,3|8|4|3|9|9|4|2|6
1005,SVNA-orc,match_sing,The manager that the architects disguised likes to gamble,The|manager|that|the|architects|disguised|likes|to|gamble,x-x-x|sunayer|dear|wre|arquitorne|dishoosed|lokes|card|ordeal,FALSE|TRUE|FALSE|TRUE|TRUE|TRUE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|8,5.11650480266873|2.47856649559384|4.15691242570002|5.11650480266873|1.36172783601759|1.23044892137827|1.27875360095283|4.59683891382516|0.698970004336019,3|7|4|3|10|9|5|2|6
1005,SVNA-orc,mismatch_plural,The managers that the architect disguised likes to gamble,The|managers|that|the|architect|disguised|likes|to|gamble,x-x-x|sunagest|dear|wre|arquitods|dishoosed|lokes|card|ordeal,FALSE|TRUE|FALSE|TRUE|TRUE|TRUE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|8,5.11650480266873|1.30102999566398|4.15691242570002|5.11650480266873|1.64345267648619|1.23044892137827|1.27875360095283|4.59683891382516|0.698970004336019,3|8|4|3|9|9|5|2|6
1005,SVNA-orc,mismatch_sing,The manager that the architects disguised like to gamble,The|manager|that|the|architects|disguised|like|to|gamble,x-x-x|sunayer|dear|wre|arquitorne|dishoosed|lind|card|ordeal,FALSE|TRUE|FALSE|TRUE|TRUE|TRUE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|8,5.11650480266873|2.47856649559384|4.15691242570002|5.11650480266873|1.36172783601759|1.23044892137827|3.03181227133037|4.59683891382516|0.698970004336019,3|7|4|3|10|9|4|2|6
1006,SVNA-orc,match_plural,The customers that the athlete hated enjoy playing tennis,The|customers|that|the|athlete|hated|enjoy|playing|tennis,x-x-x|cettowers|cent|why|arelene|twist|enyom|spaging|funnis,FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|8,5.11650480266873|1.30102999566398|4.15691242570002|5.11650480266873|1.54406804435028|1.11394335230684|1.53147891704226|2.53529412004277|1.60205999132796,3|9|4|3|7|5|5|7|6
1006,SVNA-orc,match_sing,The customer that the athletes hated enjoys playing tennis,The|customer|that|the|athletes|hated|enjoys|playing|tennis,x-x-x|cettower|cent|why|arelerds|twist|enjude|spaging|funnis,FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|8,5.11650480266873|1.25527250510331|4.15691242570002|5.11650480266873|2.02118929906994|1.11394335230684|1.04139268515823|2.53529412004277|1.60205999132796,3|8|4|3|8|5|6|7|6
1006,SVNA-orc,mismatch_plural,The customers that the athlete hated enjoys playing tennis,The|customers|that|the|athlete|hated|enjoys|playing|tennis,x-x-x|cettowers|cent|why|arelene|twist|enjude|spaging|funnis,FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|8,5.11650480266873|1.30102999566398|4.15691242570002|5.11650480266873|1.54406804435028|1.11394335230684|1.04139268515823|2.53529412004277|1.60205999132796,3|9|4|3|7|5|6|7|6
